name,price,ISK_Per_ML_Ethanol,alcoholPercentage,volume_ML
Albert Bichot Chablis Domaine Long Depaquit,3690,37.846,13.0,750
Guado Al Tasso Vermentino,3699,37.938,13.0,750
Beck Weissburgunder,3450,38.333,12.0,750
Mouton Cadet Reserve Blanc Graves,3595,38.347,12.5,750
Jordan Chardonnay Barrel Fermented,3747,38.431,13.0,750
Jean Pabiot Pouilly Fume Domaine des Fines Caillottes Magnum,7790,38.469,13.5,1500
Pfaffl Sonne Riesling,3899,38.509,13.5,750
Ceci Malvasia Secco 1813 Vino Frizzante,3196,38.739,11.0,750
Cordero Katari Pinot Grigio,3490,38.778,12.0,750
Nativ 25 Rare Greco di Tufo,3933,38.844,13.5,750
Succes El Prat Macabeu,3498,38.867,12.0,750
Valdibella Ariddu Grillo,3790,38.872,13.0,750
Casal de Arman Blanco,3800,38.974,13.0,750
Ama Mi Pinot Grigio,3654,38.976,12.5,750
Ceci Malvasia Dolce 1813 Vino Frizzante,2490,39.059,8.5,750
Lacerta Cuvee X,3992,39.137,13.6,750
Zanotto frottola Frizzante,3090,39.238,10.5,750
Manoella Douro Branco,3691,39.371,12.5,750
Kimeride Pouilly Fume Jean Pabiot et Fils,3990,39.407,13.5,750
Nals Margreid Kalk Chardonnay,3990,39.407,13.5,750
Nals Margreid Hill Pinot Grigio,3990,39.407,13.5,750
Fattoria La Vialla Bianco Valdichiana Toscana,3990,39.407,13.5,750
Wixo Chardonnay,849,39.479,11.5,187
Hugel Gewurztraminer,3999,39.496,13.5,750
Lomond Sauvignon Blanc,3999,39.496,13.5,750
Umberto Cesari Liano Chardonnay Sauvignon Blanc,4178,39.79,14.0,750
Hubert Sandhofer Gelber Muskateller,2489,39.824,12.5,500
Domaine des Malandes Chablis Vieilles Vignes,7499,39.995,12.5,1500
Kendall Jackson Grand Reserve Chardonnay,4399,40.451,14.5,750
Tbilvino Qvevris Kisi,3796,40.491,12.5,750
Franck Millet Pouilly Fume,3799,40.523,12.5,750
Attems Chardonnay,3799,40.523,12.5,750
Bulas Reserva Branco,3975,40.769,13.0,750
Artazu Santa Cruz de Artazu Garnacha,3990,40.923,13.0,750
Fontanavecchia Falanghina,3995,40.974,13.0,750
Valdibella Zi bi Bo zibibbo hvítt,3690,41.0,12.0,750
Uivo Curtido Branco,3390,41.091,11.0,750
Domaine des Malandes Petit Chablis,3699,41.1,12.0,750
Manar dos Seixas Vino Branco,3900,41.6,12.5,750
Bestheim Riesling Grand Cru Schlossberg,4059,41.631,13.0,750
Cirelli la Collina Biologica Pecorino,4090,41.949,13.0,750
Cirelli la Collina Trebbiano d'Abruzzo,3790,42.111,12.0,750
La Crema Monterey Chardonnay,4299,42.459,13.5,750
crescendo vinho branco,3990,42.56,12.5,750
Franck Millet Sancerre,3999,42.656,12.5,750
Louis Jadot Couvent des Jacobins Chardonnay,3999,42.656,12.5,750
Bramito della Sala Chardonnay,3999,42.656,12.5,750
La Chablisienne Chablis La Sereine,3999,42.656,12.5,750
Hugel Riesling Classic,3999,42.656,12.5,750
Willm Pinot Gris Grand Cru Kirchberg de Barr,4499,42.848,14.0,750
Fattoria La Vialla Vernaccia di S.Gimignano hvítt,4190,42.974,13.0,750
Laroche Chablis Les Chanoines,3899,43.322,12.0,750
Calera Chardonnay,4728,43.476,14.5,750
Domaine des Malandes Chablis 1er Cru Vau de Vey,8499,43.585,13.0,1500
Catena Alta Chardonnay,4625,44.048,14.0,750
Boen Chardonnay Monterey Sonoma Santa Barbara,4799,44.129,14.5,750
Chateau Julia Assyrtiko,4637,44.162,14.0,750
Francois Martenot Chablis Monflory,3999,44.433,12.0,750
Willm Riesling Grand Cru Kirchberg de Barr,4499,44.435,13.5,750
Willm Gewurztraminer Grand Cru Kirchberg de Barr,4499,44.435,13.5,750
Vaucher Chablis,4190,44.693,12.5,750
Stellenzicht Thunderstone Chardonnay,4390,45.026,13.0,750
Luca Chardonnay,4610,45.196,13.6,750
"Kallfelz Weissburgunder ""S"" trocken",4257,45.408,12.5,750
Swartland Bush Vine Chenin Blanc,4799,45.705,14.0,750
Louis Jadot Chablis,4299,45.856,12.5,750
Chateau Jean Faux Blanc,4815,45.857,14.0,750
Quilt Chardonnay,4990,45.885,14.5,750
Joseph Drouhin Pouilly Vinzelles,4490,46.051,13.0,750
Reserva Duas Quintas Branco,4490,46.051,13.0,750
Avanzi Sirmione,4490,46.051,13.0,750
Frigate Cove Sauvignon Blanc,4398,46.912,12.5,750
Louis Latour Chablis,2199,46.912,12.5,375
Dr Loosen Erdener Treppchen Riesling Kabinett,2999,47.043,8.5,750
Castiglion del Bosco Chardonnay,4590,47.077,13.0,750
Kraljevski Posip,4964,47.276,14.0,750
Umberto Cesari Liano Chardonnay Sauvignon Blanc,2487,47.371,14.0,375
HB Henri Bourgeois Sancerre Les Baronnes Blanc,4799,47.398,13.5,750
Chateau Julia Chardonnay,4637,47.559,13.0,750
Kallfelz Riesling Hochgewachs feinherb,3929,47.624,11.0,750
Il Brut and The Beast Organic Biologico,4290,47.667,12.0,750
Torres Fransola Sauvignon Blanc,4831,47.714,13.5,750
Francois d'Allaines Bourgogne Chardonnay,4299,47.767,12.0,750
Henri Bourgeois Pouilly Fume En Travertin,4899,48.385,13.5,750
Decoy Sauvignon Blanc California,5095,48.873,13.9,750
Decoy Sauvignon Blanc Sonoma Country,4964,49.027,13.5,750
Alphart Chardonnay Ried Tagelsteiner,4799,49.221,13.0,750
Le Volpi Bianco,4990,49.284,13.5,750
Cloudy Bay Sauvignon Blanc,4999,49.373,13.5,750
Santorini,5370,49.379,14.5,750
Zanotto Col Fondo Bianco Frizzante,4090,49.576,11.0,750
Dr Loosen Wehlener Sonnenuhr Riesling Kabinett,2999,49.983,8.0,750
La Marimorena,4699,50.123,12.5,750
Pascal Jolivet Pouilly Fume,5099,50.36,13.5,750
Domaine Vacheron Sancerre,4990,51.179,13.0,750
Villa Locatelli Pinot Grigo,4990,51.179,13.0,750
Domaine Delaporte Sancerre Silex Vin Blanc,4998,51.262,13.0,750
La Marchigiana Chardonnay Vino Natural,4999,51.272,13.0,750
"Constantia Glen Two Sauvignon Blanc, Semillon",5436,51.771,14.0,750
Lammidia bianchetto,4090,51.937,10.5,750
Blanche Grillo,5070,52.0,13.0,750
Lacerta Dolce,2351,52.244,12.0,375
Castelnau de Suduiraut,5499,52.371,14.0,750
Cauto Verdejo Edicion Limitada,5130,52.615,13.0,750
Planeta Chardonnay,5370,53.037,13.5,750
Fontanavecchia Coda di Volpi,4990,53.227,12.5,750
Birgit Eichinger Roter Veltliner Ried Rosengartl,5222,53.559,13.0,750
Jean Loron Pouilly Fuisse,5239,53.733,13.0,750
Kraljevski Posip Presitige,5441,53.738,13.5,750
Duckhorn Chardonnay Napa Valley,5698,53.882,14.1,750
La Crema Saralee's Vineyard Chardonnay,5899,54.244,14.5,750
Cloudy Bay Chardonnay,5499,54.311,13.5,750
Albert Bichot Montagny Premier Cru,5306,54.421,13.0,750
Domaine Weinbach Theo Riesling,5567,54.983,13.5,750
Angoris Friulano,5990,55.08,14.5,750
Cigalus Blanc,5999,55.163,14.5,750
Paski Campania Coda di Volpe,4990,55.444,12.0,750
Jean Loron Pouilly-Fuisse Les Vieux Murs,5436,55.754,13.0,750
Gabriel Meffre Saint Joseph Blanc Saint Etienne,5758,56.869,13.5,750
Trimbach Pinot Gris Reserve Personelle,5999,57.133,14.0,750
Le Chene Marchand,5798,57.264,13.5,750
Freemark Abbey Chardonnay,6299,57.922,14.5,750
Chateau Fuisse Pouilly Fuisse Tete de Cuvée,5899,58.262,13.5,750
L'Abeille de Fieuzal Blanc,5499,58.656,12.5,750
Petit Cernin Blanc,5999,59.249,13.5,750
Bernard Defaix Chablis 1er Cru Cote de Lechet,5790,59.385,13.0,750
Bouchard Aine Pouilly Fuisse,5599,59.723,12.5,750
Stonestreet  Chardonnay Estate Vineyards,6399,60.085,14.2,750
Bianco Vino Le Coste,6090,60.148,13.5,750
Kraljevski Muskat Zuti,3766,60.256,12.5,500
Birgit Eichinger Riesling Ried Heiligenstein 1st,5888,60.39,13.0,750
Francois d'Allaines Pouilly Fuisse,5699,60.789,12.5,750
Cordero Exergia Moscato d'Asti,2290,61.067,5.0,750
Angoris Ribolla Gialla,5990,61.436,13.0,750
Les Quatre Piliers Chapitre I,5999,61.528,13.0,750
Louis Jadot Chablis Fourchaume,5999,61.528,13.0,750
Domaine Weinbach Cuvee Ste Catherine Pinot Gris,6798,62.51,14.5,750
Robert Mondavi Chardonnay,6399,63.2,13.5,750
Chateau Lamothe Guignard Sauternes 2nd Grand Cru,6642,63.257,14.0,750
Marimar Estate Chardonnay Don Miguel Vineyard,6890,63.356,14.5,750
Matarromera Verdejo,6182,63.405,13.0,750
Rose Rock Chardonnay,6685,63.667,14.0,750
Nativ Suaden S Campania Bianco,5999,63.989,12.5,750
Alto de Cantenac Brown Blanc,6499,64.188,13.5,750
Zanotto Rude Vino Bianco Frizzante,5090,64.635,10.5,750
Zorah Voski,6228,66.432,12.5,750
Louis Latour Chablis Premier Cru,6499,66.656,13.0,750
Stag's Leap Karia Chardonnay,7250,66.667,14.5,750
Jean Loron Pouilly Fuisse 1er Cru Au Vignerais,6523,66.903,13.0,750
La Chablisienne Chablis 1er Cru Fourchaume,6398,68.245,12.5,750
Laroche Les Montmains Chablis Premier Cru,6449,68.789,12.5,750
La Crema Russian River Chardonnay,7499,68.956,14.5,750
Gran Moraine Chardonnay Yamhill Carlton,6899,70.759,13.0,750
Villa da Vinci Vin Santo Bianco,5894,71.442,16.5,500
Matthiasson Chardonnay Linda Vista Vineyard,6490,72.111,12.0,750
Clos de Gat Chardonnay,6536,72.622,12.0,750
Guigal Condrieu,7999,73.554,14.5,750
Dievole Vin Santo,6499,74.274,17.5,500
Pisoni Annada,6997,74.635,12.5,750
Chanson Beaune Bastion Blanc,7299,74.862,13.0,750
Basserman Jordan Jesuitengarten Riesling GG,7099,75.723,12.5,750
Joseph Drouhin Saint Aubin Premier Cru,7715,76.198,13.5,750
Gut Oggau Timotheus,7499,76.913,13.0,750
Fattoria La Vialla Occhio di Pernice Vin Santo,4190,77.057,14.5,375
Torres Milmanda,8230,78.381,14.0,750
"Francois d'Allaines Meursault ""Tete de Cuvee""",7999,82.041,13.0,750
Hubert Sandhofer Chardonnay Beerenauslese,3929,83.819,12.5,375
Albert Bichot Chablis Grand Cru Les Clos,8220,84.308,13.0,750
Dominio del Pidio Albillo Mayor,8590,84.84,13.5,750
Cervaro Castello della Sala,8998,95.979,12.5,750
Tertre Blanc,9390,96.308,13.0,750
Chivite Coleccion 125 Vendimia Tardia,4888,96.553,13.5,375
Joseph Drouhin Meursault,9999,98.756,13.5,750
Domaine des Malandes Chablis Grand Cru Les Clos,9999,102.554,13.0,750
Louis Jadot Chablis Blanchot,9999,102.554,13.0,750
Louis Latour Chassagne Montrachet,10499,103.694,13.5,750
Chateau Coutet,10989,108.533,13.5,750
Castello di Brolio Vin Santo,8848,110.6,16.0,500
Disznoko Tokaji Aszu 5 Puttonyos,6799,113.317,12.0,500
Louis Jadot Meursault Charmes,11599,114.558,13.5,750
Louis Latour Mersault Blagny,12993,128.326,13.5,750
Bouchard Aine Chablis Valmur Grand Cru,12599,129.221,13.0,750
Illumination by Quintessa Sauvignon Blanc,15390,146.571,14.0,750
Boggina B Trebbiano,13289,147.656,12.0,750
Chateau de Fieuzal Blanc,14989,148.04,13.5,750
Chateau Suduiraut,16989,161.8,14.0,750
2017 Albert Bichot Corton Charlemagne Grand Cru,19448,192.079,13.5,750
2019 Albert Bichot Corton Charlemagne Grand Cru,21609,205.8,14.0,750
Pisoni Vino Santo della Valle dei Laghi,13990,223.84,12.5,500
Penfolds Yattarna Bin 144 Chardonnay,24999,246.904,13.5,750
2018 Joseph Drouhin Clos des Mouches hvítt,28840,284.84,13.5,750
Famille Hugel Riesling Selection de Grains Nobles,14190,329.043,11.5,375
Chateau La Mission Haut Brion hvítt,75989,698.749,14.5,750
Chateau d'Yquem,42589,841.264,13.5,375
Joseph Drouhin Montrachet Marquis de Laguiche,118450,1169.877,13.5,750
