name,price,ISK_Per_ML_Ethanol,alcoholPercentage,volume_ML
Montesquius Naturelovers Brut Nature Reserva,2956,0.3427246376811594,11.5,750
Lucien Albrecht Brut Cremant d'Alsace,3090,0.3433333333333333,12.0,750
Monjardin Seleccion Chardonnay Metodo Champenoise Brut Nature,3099,0.3443333333333333,12.0,750
Vinyes Ocults Pinot Noir Extra Brut,2999,0.3447126436781609,11.6,750
Villa Conchi Brut Seleccion,1490,0.34550724637681157,11.5,375
Castel Mare Prosecco Rose Extra Dry Organic,2989,0.34655072463768116,11.5,750
Santero Moscato,1690,0.3466666666666667,6.5,750
Conca d'Oro Millesimato Cuvee Oro Extra Dry,2990,0.3466666666666667,11.5,750
Conca d'Oro Prosecco Rose Brut,2990,0.3466666666666667,11.5,750
Allegrini Prosecco Millesimato Dry,2889,0.3501818181818182,11.0,750
Skinny Prosecco Brut,2908,0.3524848484848485,11.0,750
Vernice Brut,3195,0.355,12.0,750
Bailly Lapierre Cremant Extra Brut,3199,0.35544444444444445,12.0,750
Underwood The Bubbles,1467,0.35563636363636364,11.0,375
Motivo Rose Extra Dry,2950,0.3575757575757576,11.0,750
A Ardenghi Valdobbiadene Prosecco Superiore,3090,0.3582608695652174,11.5,750
Montesquius des de 1918 Extra Brut Reserva Metodo Tradicional,3226,0.35844444444444445,12.0,750
8 Centum Prosecco Brut,2960,0.35878787878787877,11.0,750
Montespada Prosecco Extra Dry Millesimato,2964,0.3592727272727273,11.0,750
Privat Brut Nature Reserva,3111,0.36069565217391303,11.5,750
Perelada Stars Touch of Rose Brut,3111,0.36069565217391303,11.5,750
Tosti Asti,1899,0.3617142857142857,7.0,750
Gerard Bertrand Cremant de Limoux Brut,3399,0.36256,12.5,750
Gerard Bertrand Cremant de Limoux Brut Rose,3399,0.36256,12.5,750
Valdo Marca Oro Valdobbiadene Prosecco Extra Dry,5990,0.36303030303030304,11.0,1500
Freixenet Italian Rose Sparkling,799,0.36318181818181816,11.0,200
Mionetto Prosecco Treviso Brut,799,0.36318181818181816,11.0,200
Sensi Prosecco 18K Brut,2998,0.3633939393939394,11.0,750
Ruffino Prosecco Rose,2999,0.3635151515151515,11.0,750
Fita Azul Woman Reserva Doce,3290,0.3655555555555556,12.0,750
Underwood The Bubbles,2990,0.3657492354740061,10.9,750
Anna Codorniu Blanc de Blancs Reserva Brut,849,0.3691304347826087,11.5,200
Borgo Molino Prosecco Superiore Brut,3190,0.36985507246376814,11.5,750
Bergamo Vini Prosecco Rose Millesimato,3222,0.3735652173913043,11.5,750
Lamberti Prosecco Extra Dry,769,0.37384540593096743,11.0,187
Bestheim Cremant d'Alsace Demi Sec,3314,0.38423188405797104,11.5,750
Albino Armani Rose Extra Dry,849,0.3859090909090909,11.0,200
Albino Armani Prosecco,849,0.3859090909090909,11.0,200
Borgo Molino Brut,3191,0.3867878787878788,11.0,750
Juve & Camps Brut Nature Gran Reserva,3490,0.3877777777777778,12.0,750
Juve & Camps Brut Nature Gran Reserva,6990,0.3883333333333333,12.0,1500
Schlumberger Brut,3499,0.3887777777777778,12.0,750
Schlumberger Rose Brut,3499,0.3887777777777778,12.0,750
Domaine de Savagny Cremant du Jura Brut,3499,0.3887777777777778,12.0,750
Patrizi Suagna Rose Moscato Dolce,1899,0.38953846153846156,6.5,750
Bailly Lapierre Reserve Brut,1768,0.3928888888888889,12.0,375
Brilla Rose Vino Spumante,3250,0.3939393939393939,11.0,750
Sensi 18K Prosecco Pas Dose Velvet Edition,3398,0.3939710144927536,11.5,750
Saumur Louis de Grenelle Grande Cuvee Brut,3699,0.39456,12.5,750
Martini Asti,599,0.3993333333333333,7.5,200
Valdo Prosecco Extra Dry,888,0.4036363636363636,11.0,200
Maschio Prosecco Rose Extra Dry,888,0.4036363636363636,11.0,200
Corazon Spumante Rosado,3498,0.40556521739130436,11.5,750
Schlumberger Gold Secco Methode Traditionnelle,3499,0.40568115942028987,11.5,750
Schlumberger White Ice Secco,3499,0.40568115942028987,11.5,750
Schlumberger Rose Ice Secco,3499,0.40568115942028987,11.5,750
Piccini Prosecco Extra Dry,899,0.40863636363636363,11.0,200
Borgo Molino Rose Extra Dry Millesimato,899,0.40863636363636363,11.0,200
Moutard Blanc de Blancs Brut,3699,0.411,12.0,750
Bad Girl Rose Brut,3890,0.4149333333333333,12.5,750
Borgo Molino Prosecco Superiore Extra Dry,1790,0.41507246376811596,11.5,375
Charles Volner Brut Blanc de Blancs,998,0.41583333333333333,12.0,200
Charles Volner Rose Cuvee Selectionnee,998,0.41583333333333333,12.0,200
Uivo PT Nat Branco Vinho,3498,0.424,11.0,750
Pisoni Extra Brut Millesimato Metodo Classico,3990,0.4256,12.5,750
Mure Cremant d'Alsace Prestige,3999,0.42656,12.5,750
Escorihuela Gascon Extra Brut,4191,0.43317829457364343,12.9,750
Zanotto Latifondo Brut,3790,0.4394202898550725,11.5,750
Uivo PT Nat Rose Bruto Metodo Ancestral,3498,0.4441904761904762,10.5,750
M Gran Reserva Brut Nature,3999,0.44433333333333336,12.0,750
Nino Franco Rustico,3690,0.44727272727272727,11.0,750
Bestheim Cremant d'Alsace Rose Grand,4197,0.44768,12.5,750
Serena Prosecco Extra Dry,990,0.45,11.0,200
Casarojo Molto Negre,3899,0.45205797101449274,11.5,750
Tosti Prosecco Rose,999,0.4540909090909091,11.0,200
Tosti Prosecco,999,0.4540909090909091,11.0,200
Gustave Lorentz Cremant d'Alsace Brut,4290,0.4576,12.5,750
Mure Cremant d'Alsace Rose,4299,0.45856,12.5,750
Gancia Asti,699,0.466,7.5,200
Schlumberger Rose Brut,1149,0.47875,12.0,200
Schlumberger Brut,1149,0.47875,12.0,200
Conca d'Oro Cuvee Gio Extra Dry,3990,0.48363636363636364,11.0,750
JP. Chenet Ice Edition,3999,0.48472727272727273,11.0,750
Le Chiassaie Brut,4790,0.49128205128205127,13.0,750
Antica Fratta Cuvee Real Brut,4799,0.4922051282051282,13.0,750
Gustave Lorentz Cremant d'Alsace Brut,8990,0.49944444444444447,12.0,1500
Schlumberger Rose Ice Secco,1149,0.49956521739130433,11.5,200
Schlumberger White Ice Secco,1149,0.49956521739130433,11.5,200
Schlumberger Gold Secco Methode Traditionnelle,1149,0.49956521739130433,11.5,200
Bottega Gold Millesimato,4199,0.508969696969697,11.0,750
Decoy Brut Cuvee,5212,0.5147654320987655,13.5,750
Ca' dell'Oro Vino Spumante Rose Brut Metodo,4890,0.5216,12.5,750
Poulet & Fils Brut Methode traditionnelle,4519,0.5239420289855072,11.5,750
Antica Fratta Cuvee Real Brut,2595,0.5323076923076923,13.0,375
Antica Fratta Essence Brut Millesimato,5299,0.5434871794871795,13.0,750
Bava Malvasia di Castelnuovo don Bosco,2874,0.5474285714285714,7.0,750
Juve & Camps Brut Gran Reserva,4990,0.5544444444444444,12.0,750
Ferrari Maximum Brut,5390,0.5749333333333333,12.5,750
Charles Mignon Premier Reserve Brut,5390,0.5988888888888889,12.0,750
Charles Mignon Rose Premier Cru Brut,5990,0.6389333333333334,12.5,750
Pisoni Brut  Millesimato,5990,0.6389333333333334,12.5,750
Tribaut Origine Brut,5995,0.6394666666666666,12.5,750
BL Bliard Labeste Privilege Brut,5999,0.6398933333333333,12.5,750
Poulet & Fils Tradition  Methode Dioise Ancestrale,4191,0.6574117647058824,8.5,750
Besserat de Bellefon Bleu Brut,6215,0.6629333333333334,12.5,750
Tribaut Premier Cru Extra Brut,6395,0.6821333333333334,12.5,750
Tribaut Origine Brut,12995,0.6930666666666667,12.5,1500
Vej Brut Cuvee Bianco Antico Metodo Classico,6399,0.711,12.0,750
Andre Clouet Brut Grande Reserve,6484,0.7204444444444444,12.0,750
Gusbourne Brut Reserve Twenty Eighteen,6490,0.7211111111111111,12.0,750
Drappier Blanc de Blancs Brut,6499,0.7221111111111111,12.0,750
Drappier Carte d'Or Brut,6499,0.7221111111111111,12.0,750
Jean Laurent Blanc de Blancs Reserve,6798,0.72512,12.5,750
G.H.Mumm Brut Cordon Rouge,6999,0.74656,12.5,750
Besserat de Bellefon Rose Brut,7204,0.7684266666666667,12.5,750
Gusbourne Rose Brut Twenty Eighteen,6990,0.7766666666666666,12.0,750
Piper Heidsieck Cuvee Brut,6996,0.7773333333333333,12.0,750
Nicolas Feuillatte Rose Reserve Exclusive Brut,6999,0.7776666666666666,12.0,750
Champagne Collet Brut,7499,0.7998933333333333,12.5,750
Lanson Black Label Brut Magnum,15249,0.81328,12.5,1500
Lanson Black Label Brut,7645,0.8154666666666667,12.5,750
Moet & Chandon Brut Imperial,7499,0.8332222222222222,12.0,750
Drappier Clarevallis Extra Brut,7499,0.8332222222222222,12.0,750
Drappier Brut Nature Pinot Noir Zero Dosage,7499,0.8332222222222222,12.0,750
Lanson Black Label Brut,3992,0.8516266666666666,12.5,375
Lanson White Label Sec,7986,0.85184,12.5,750
Champagne Collet Brut Rose,7999,0.8532266666666667,12.5,750
Piper Heidsieck Rose Sauvage,7690,0.8544444444444445,12.0,750
Laurent Perrier Brut La Cuvee,7716,0.8573333333333333,12.0,750
Drappier Charles de Gaulle Brut,7789,0.8654444444444445,12.0,750
Charlier & Fils Special Club Brut,7859,0.8732222222222222,12.0,750
Veuve Clicquot Brut,8299,0.8852266666666667,12.5,750
Pol Roger Reserve Brut,8299,0.8852266666666667,12.5,750
Drappier Rose Nature Pinot Noir Zero Dosage,7990,0.8877777777777778,12.0,750
Lamborghini Pinot Chardonnay Brut,7990,0.8877777777777778,12.0,750
Moet & Chandon Nectar Imperial,7999,0.8887777777777778,12.0,750
Taittinger Brut Reserve í öskju,8390,0.8949333333333334,12.5,750
Lanson Rose Brut,8519,0.9086933333333334,12.5,750
Charles Heidsieck Brut Reserve,8199,0.911,12.0,750
Lanson Black Label Brut,2297,0.9188,12.5,200
Andre Clouet Brut Grande Reserve,16569,0.9205,12.0,1500
Veuve Clicquot Demi Sec,8299,0.9221111111111111,12.0,750
Champagne Stadil et Stadil Le Non Moi Grand Cru Brut,8790,0.9376,12.5,750
Louis Roederer Brut Premier Magnum,17099,0.9499444444444445,12.0,1500
Louis Roederer Collection 244,4480,0.9557333333333333,12.5,375
Lanson Green Label Bio-Organic,8963,0.9560533333333333,12.5,750
Louis Roederer Collection Brut,8998,0.9597866666666667,12.5,750
Pol Roger Reserve Brut,4599,0.98112,12.5,375
Bollinger Brut Special Cuvee,8899,0.9887777777777778,12.0,750
Lanson Rose Brut,4663,0.9947733333333333,12.5,375
Moet & Chandon Rose Imperial,8999,0.9998888888888889,12.0,750
Moet & Chandon Ice Imperial,8999,0.9998888888888889,12.0,750
Moet & Chandon Brut Imperial,17999,0.9999444444444444,12.0,1500
Charles Heidsieck Rose Reserve,9300,1.0333333333333334,12.0,750
Pol Roger Reserve Brut,38999,1.0399733333333334,12.5,3000
Drappier Carte d'Or Brut,2498,1.0408333333333333,12.0,200
Veuve Clicquot Rose,9799,1.0452266666666667,12.5,750
Jacquesson Cuvée 744 Extra-Brut,9999,1.06656,12.5,750
Moet & Chandon Brut Imperial,2699,1.1245833333333333,12.0,200
Barons de Rothschild Extra Brut,10282,1.1424444444444444,12.0,750
Perrier Jouet Blason Rose,10499,1.1665555555555556,12.0,750
Pol Roger Brut Vintage,10999,1.1732266666666666,12.5,750
Veuve Clicquot Brut,21699,1.2055,12.0,1500
Barons de Rothschild Blanc de Blancs Brut,11276,1.252888888888889,12.0,750
Louis Roederer Starck Brut Nature,11300,1.2555555555555555,12.0,750
Louis Roederer Rose,11970,1.2768,12.5,750
Bollinger Brut Rose,11599,1.2887777777777778,12.0,750
Laurent Perrier Cuvee Rose Brut,11604,1.2893333333333334,12.0,750
Louis Roederer Brut Vintage,11690,1.298888888888889,12.0,750
Laurent Perrier Brut Millesime,11723,1.3025555555555555,12.0,750
Louis Roederer Rose Brut,5880,1.3066666666666666,12.0,375
Pol Roger Blanc de Blanc Brut Vintage,12499,1.3332266666666666,12.5,750
Pol Roger Rose Vintage,12499,1.3332266666666666,12.5,750
Lamborghini Brut,12063,1.3403333333333334,12.0,750
Louis Roederer Rose Vintage,24895,1.3830555555555555,12.0,1500
Veuve Clicquot Ponsardin Vintage í öskju,14999,1.5998933333333334,12.5,750
Pisoni Erminia Segalla Riserva Extra Brut Metodo Classico,15052,1.6055466666666667,12.5,750
Sabatina Brut,14989,1.6654444444444445,12.0,750
Nicolas Feuillatte Palmes d'Or Brut Vintage,15999,1.7776666666666667,12.0,750
Shobili Begotten Brut Nature,19843,2.2047777777777777,12.0,750
Pol Roger Sir Winston Churchill Brut,24999,2.66656,12.5,750
Perrier Jouet Belle Epoque,32090,3.4229333333333334,12.5,750
Dom Perignon,32999,3.5198933333333335,12.5,750
Rare Brut Millesime 2008,32745,3.638333333333333,12.0,750
Louis Roederer Cristal,35630,3.8005333333333335,12.5,750
Noble Brut Vintage,35820,3.8208,12.5,750
Grand Siecle Laurent Perrier No 26,34900,3.8777777777777778,12.0,750
Penfolds 175 Champagne,75000,4.0,12.5,1500
Chateau d'Avize Blanc de Blancs Brut Zero Grand Cru,44990,4.284761904761905,14.0,750
Dom Perignon Magnum,89999,4.799946666666667,12.5,1500
Lamborghini Gold Brut Jeroboam í trékassa,249995,6.944305555555555,12.0,3000
