name,price,ISK_Per_ML_Ethanol,alcoholPercentage,volume_ML
Tagua Syrah,2765,0.2835897435897436,13.0,750
Zonin Velluto Appassimento,3091,0.28422988505747127,14.5,750
E.Guigal Cotes du Rhone rautt,3199,0.28435555555555553,15.0,750
Celeste Roble,2990,0.28476190476190477,14.0,750
Lua Cheia Reserva Especial Tinto,2990,0.28476190476190477,14.0,750
Vaucher Pere & Fils Cotes du Rhone rautt,2990,0.28476190476190477,14.0,750
Carm Tinto,2990,0.28476190476190477,14.0,750
600 Vinho Tinto,2990,0.28476190476190477,14.0,750
Venta del Puerto No12 Seleccion Especial,2990,0.28476190476190477,14.0,750
Baron de Ley Reserva,3099,0.2849655172413793,14.5,750
Tenuta di Sticciano Maggiano,3100,0.2850574712643678,14.5,750
Gran Feudo Reserva,2888,0.2852345679012346,13.5,750
Amicone Rosso,5990,0.28523809523809524,14.0,1500
Douro Biologico Organic Wine Tinto / Red,2889,0.2853333333333333,13.5,750
With Love Syrah,2890,0.2854320987654321,13.5,750
Zenato Valpolicella Superiore,2890,0.2854320987654321,13.5,750
LAN Crianza,2890,0.2854320987654321,13.5,750
Piccini Memoro rautt,1499,0.2855238095238095,14.0,375
Campo Viejo Reserva,2999,0.2856190476190476,14.0,750
Paul Jaboulet Cotes du Rhone Parallele 45 rautt,2999,0.2856190476190476,14.0,750
Castillo Monjardin Pinot Noir,2999,0.2856190476190476,14.0,750
Finca San Martin Crianza,2999,0.2856190476190476,14.0,750
Glorioso Crianza,2999,0.2856190476190476,14.0,750
Coto de Imaz Reserva,2999,0.2856190476190476,14.0,750
Morande Gran Reserva Cabernet Sauvignon Seleccion de Vinedos,2999,0.2856190476190476,14.0,750
Purato Siccari Appassimento,2999,0.2856190476190476,14.0,750
George Wyndham Bin 555 Shiraz,2999,0.2856190476190476,14.0,750
Seleccion de Fincas,2999,0.2856190476190476,14.0,750
Chateau Eyquem,2999,0.2856190476190476,14.0,750
Marques de Caceres Crianza,2785,0.2856410256410256,13.0,750
Pete's Pure Shiraz,2790,0.28615384615384615,13.0,750
Pete's Pure Cabernet Sauvignon,2790,0.28615384615384615,13.0,750
Cantina Zaccagnini Montepulciano d'Abruzzo,2790,0.28615384615384615,13.0,750
la Bestia Governo All'uso Toscano Rosso,2899,0.286320987654321,13.5,750
Finca Las Moras Reserva Cabernet Sauvignon Syrah,2899,0.286320987654321,13.5,750
Santa Cristina Toscana,2899,0.286320987654321,13.5,750
Vina Eguia Reserva,2899,0.286320987654321,13.5,750
Pfaffl Zweigelt vom Haus,2899,0.286320987654321,13.5,750
Valle del Maule Carmenere Malbec Terroir Wines,2899,0.286320987654321,13.5,750
Hope Reserve Shiraz,3010,0.2866666666666667,14.0,750
Mission St. Vincent Merlot Cabernet Sauvignon,2689,0.2868266666666667,12.5,750
Beau Rivage Rouge,2689,0.2868266666666667,12.5,750
Villa Puccini Toscana,2690,0.2869333333333333,12.5,750
Escada Touriga Nacional,2690,0.2869333333333333,12.5,750
Campet Ste Marie Pinot Noir,2799,0.28707692307692306,13.0,750
Cricova Rara Neagra Orasul,2799,0.28707692307692306,13.0,750
Villa Wolf Pinot Noir,2799,0.28707692307692306,13.0,750
Rapitala Nero d'Avola,2799,0.28707692307692306,13.0,750
El Vinculo Crianza,3123,0.28717241379310343,14.5,750
Montagnana Riserva,2800,0.28717948717948716,13.0,750
Viva Valentina Sangiovese,1348,0.28757333333333335,12.5,375
Bayanegra Tempranillo,2591,0.2878888888888889,12.0,750
Pizzolato Pinot Nero,2699,0.28789333333333333,12.5,750
Tommasi Graticcio Appassionato,2699,0.28789333333333333,12.5,750
Faustino VII Tempranillo,729,0.2887700534759358,13.5,187
Beefsteak Club Malbec Beef Liberty,2820,0.28923076923076924,13.0,750
Vivanco Crianza,2939,0.2902716049382716,13.5,750
Alamos Malbec,2940,0.2903703703703704,13.5,750
Beronia Crianza,2940,0.2903703703703704,13.5,750
Monte Velho rautt,2947,0.2910617283950617,13.5,750
Wynns Coonawarra Estate Shiraz,2999,0.2918734793187348,13.7,750
Jean Loron Cotes du Rhone rautt,2960,0.2923456790123457,13.5,750
3 Passo Rosso,3078,0.29314285714285715,14.0,750
